KOD_SUKL;NAZEV;ATC_WHO
0203189;MEMOLAN;N06DX01
0203190;MEMOLAN;N06DX01
0203191;MEMOLAN;N06DX01
0203192;MEMOLAN;N06DX01
0203193;MEMOLAN;N06DX01
0203194;MEMOLAN;N06DX01
0203195;MEMOLAN;N06DX01
0203196;MEMOLAN;N06DX01
0203197;MEMOLAN;N06DX01
0203198;MEMOLAN;N06DX01
0203199;MEMOLAN;N06DX01
0203200;MEMOLAN;N06DX01
0203201;MEMOLAN;N06DX01
0203202;MEMOLAN;N06DX01
0203203;MEMOLAN;N06DX01
0203204;MEMOLAN;N06DX01
0203205;MEMOLAN;N06DX01
0203206;MEMOLAN;N06DX01
0203207;MEMOLAN;N06DX01
0203208;MEMOLAN;N06DX01
0203209;MEMOLAN;N06DX01
0203210;MEMOLAN;N06DX01
0203211;MEMOLAN;N06DX01
0203212;MEMOLAN;N06DX01
0203213;MEMOLAN;N06DX01
0203214;MEMOLAN;N06DX01
0203215;PHENAEMAL;N03AA02
0203216;PHENAEMALETTEN;N03AA02
0203255;PROSTAMOL UNO;G04CX02
0203261;MEDOXIN;J01DC02
0203262;MEDOXIN;J01DC02
0203263;MEDOXIN;J01DC02
0203264;MEDOXIN;J01DC02
0203265;MEDOXIN;J01DC02
0203266;MEDOXIN;J01DC02
0203267;MEDOXIN;J01DC02
0203268;MEDOXIN;J01DC02
0203269;MEDOXIN;J01DC02
0203270;MEDOXIN;J01DC02
0203271;MEDOXIN;J01DC02
0203272;MEDOXIN;J01DC02
0203273;MEDOXIN;J01DC02
0203274;MEDOXIN;J01DC02
0203275;MEDOXIN;J01DC02
0203276;MEDOXIN;J01DC02
0203277;MEDOXIN;J01DC02
0203278;MEDOXIN;J01DC02
0203279;MEDOXIN;J01DC02
0203280;MEDOXIN;J01DC02
0203281;AZELASTIN COMOD;S01GX07
0203296;TOPIMARK;N03AX11
0203297;TOPIMARK;N03AX11
0203298;TOPIMARK;N03AX11
0203323;BETADINE;D08AG02
0203324;MOXIFLOXACIN KABI;J01MA14
0203394;CARAMLO;C09DB07
0203395;CARAMLO;C09DB07
0203396;CARAMLO;C09DB07
0203397;CARAMLO;C09DB07
0203398;BIMICAN;S01EE03
0203399;BIMICAN;S01EE03
0203400;BIMICAN;S01EE03
0203553;OMISSON;G03AA16
0203554;OMISSON;G03AA16
0203555;OMISSON;G03AA16
0203565;BELARA;G03AA15
0203566;LINDYNETTE;G03AA10
0203602;BICAVERA 1,5 % GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0203603;BICAVERA 1,5 % GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0203604;BICAVERA 1,5 % GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0203607;BICAVERA 2,3 % GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0203608;BICAVERA 2,3 % GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0203609;BICAVERA 2,3 % GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0203611;BICAVERA 4,25 % GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0203612;BICAVERA 4,25 % GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0203613;BICAVERA 4,25 % GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0203614;DACEPTON;N04BC07
0203637;TRISPAN;H02AB08
0203693;DOSPELIN;N06DA02
0203694;DOSPELIN;N06DA02
0203695;AKISTAN;S01EE01
0203696;AKISTAN;S01EE01
0203702;TRIPLIXAM;C09BX01
0203703;TRIPLIXAM;C09BX01
0203704;TRIPLIXAM;C09BX01
0203705;TRIPLIXAM;C09BX01
0203760;IBEROGAST;V11
0203761;IBEROGAST;V11
0203762;IBEROGAST;V11
0203765;MUSCORIL;M03BX05
0203788;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203789;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203790;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203791;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203792;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203793;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203794;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203795;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203796;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203797;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203798;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203799;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203800;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203801;KYSLÍK MEDICINÁLNÍ PLYNNÝ SOL;V03AN01
0203802;ASACOL ENEMA;A07EC02
0203803;ASACOL ENEMA;A07EC02
0203804;ASACOL;A07EC02
0203805;ASACOL;A07EC02
0203806;ASACOL;A07EC02
0203807;ASACOL;A07EC02
0203808;ASACOL;A07EC02
0203820;FULLHALE;R03AK06
0203821;FULLHALE;R03AK06
0203825;SOLIFENACIN G.L.PHARMA;G04BD08
0203826;SOLIFENACIN G.L.PHARMA;G04BD08
0203827;SOLIFENACIN G.L.PHARMA;G04BD08
0203828;SOLIFENACIN G.L.PHARMA;G04BD08
0203829;SOLIFENACIN G.L.PHARMA;G04BD08
0203830;SOLIFENACIN G.L.PHARMA;G04BD08
0203831;SOLIFENACIN G.L.PHARMA;G04BD08
0203832;SOLIFENACIN G.L.PHARMA;G04BD08
0203833;SOLIFENACIN G.L.PHARMA;G04BD08
0203834;SOLIFENACIN G.L.PHARMA;G04BD08
0203835;SOLIFENACIN G.L.PHARMA;G04BD08
0203836;SOLIFENACIN G.L.PHARMA;G04BD08
0203837;SOLIFENACIN G.L.PHARMA;G04BD08
0203838;SOLIFENACIN G.L.PHARMA;G04BD08
0203839;SOLIFENACIN G.L.PHARMA;G04BD08
0203840;SOLIFENACIN G.L.PHARMA;G04BD08
0203841;SOLIFENACIN G.L.PHARMA;G04BD08
0203842;SOLIFENACIN G.L.PHARMA;G04BD08
0203843;SOLIFENACIN G.L.PHARMA;G04BD08
0203844;SOLIFENACIN G.L.PHARMA;G04BD08
0203845;SOLIFENACIN G.L.PHARMA;G04BD08
0203846;SOLIFENACIN G.L.PHARMA;G04BD08
0203856;DESLORATADIN KRKA;R06AX27
0203857;DESLORATADIN KRKA;R06AX27
0203858;DESLORATADIN KRKA;R06AX27
0203859;DESLORATADIN KRKA;R06AX27
0203860;DESLORATADIN KRKA;R06AX27
0203861;DESLORATADIN KRKA;R06AX27
0203909;ELMEX GELÉE;A01AA51
0203910;ELMEX GELÉE;A01AA51
0203958;TREXAN;L04AX03
0203959;TREXAN;L04AX03
0203962;ESCITALOPRAM TEVA;N06AB10
0204045;MANTOMED;N06DX01
0204046;MANTOMED;N06DX01
0204047;MANTOMED;N06DX01
0204048;MANTOMED;N06DX01
0204049;MANTOMED;N06DX01
0204050;MANTOMED;N06DX01
0204051;MANTOMED;N06DX01
0204052;MANTOMED;N06DX01
0204053;MANTOMED;N06DX01
0204054;MANTOMED;N06DX01
0204055;MANTOMED;N06DX01
0204056;MANTOMED;N06DX01
0204057;MANTOMED;N06DX01
0204058;MANTOMED;N06DX01
0204059;MANTOMED;N06DX01
0204060;MANTOMED;N06DX01
0204061;MANTOMED;N06DX01
0204062;MANTOMED;N06DX01
0204225;SILDENAFIL MEDREG;G04BE03
0204226;SILDENAFIL MEDREG;G04BE03
0204227;SILDENAFIL MEDREG;G04BE03
0204228;SILDENAFIL MEDREG;G04BE03
0204229;SILDENAFIL MEDREG;G04BE03
0204230;SILDENAFIL MEDREG;G04BE03
0204231;SILDENAFIL MEDREG;G04BE03
0204232;SILDENAFIL MEDREG;G04BE03
0204233;SILDENAFIL MEDREG;G04BE03
0204234;SILDENAFIL MEDREG;G04BE03
0204309;MUCOPLANT PROTI KAŠLI S BŘEČŤANEM;R05CA12
0204310;MUCOPLANT PROTI KAŠLI S BŘEČŤANEM;R05CA12
0204311;MUCOPLANT PROTI KAŠLI S BŘEČŤANEM;R05CA12
0204338;GENTILION;G03AA10
0204339;GENTILION;G03AA10
0204340;GENTILION;G03AA10
0204341;GENTILION;G03AA10
0204459;GALLAX;A06AB08
0204460;GALLAX;A06AB08
0204622;DOXORUBICIN PHARMAGEN;L01DB01
0204623;DOXORUBICIN PHARMAGEN;L01DB01
0204624;DOXORUBICIN PHARMAGEN;L01DB01
0204625;DOXORUBICIN PHARMAGEN;L01DB01
0204626;DOXORUBICIN PHARMAGEN;L01DB01
0204627;DOXORUBICIN PHARMAGEN;L01DB01
0204628;DOXORUBICIN PHARMAGEN;L01DB01
0204629;DOXORUBICIN PHARMAGEN;L01DB01
0204633;LINEZOLID KABI;J01XX08
0204634;LINEZOLID KABI;J01XX08
0204635;LINEZOLID KABI;J01XX08
0204662;TORVACARD NEO;C10AA05
0204663;TORVACARD NEO;C10AA05
0204664;TORVACARD NEO;C10AA05
0204665;TORVACARD NEO;C10AA05
0204666;TORVACARD NEO;C10AA05
0204667;TORVACARD NEO;C10AA05
0204668;TORVACARD NEO;C10AA05
0204669;TORVACARD NEO;C10AA05
0204670;TORVACARD NEO;C10AA05
0204671;TORVACARD NEO;C10AA05
0204672;TORVACARD NEO;C10AA05
0204673;TORVACARD NEO;C10AA05
0204674;TORVACARD NEO;C10AA05
0204675;TORVACARD NEO;C10AA05
0204676;TORVACARD NEO;C10AA05
0204677;TORVACARD NEO;C10AA05
0204678;TORVACARD NEO;C10AA05
0204679;TORVACARD NEO;C10AA05
0204680;TORVACARD NEO;C10AA05
0204681;TORVACARD NEO;C10AA05
0204682;TORVACARD NEO;C10AA05
0204683;TORVACARD NEO;C10AA05
0204684;TORVACARD NEO;C10AA05
0204685;TORVACARD NEO;C10AA05
0204686;TORVACARD NEO;C10AA05
0204687;TORVACARD NEO;C10AA05
0204688;TORVACARD NEO;C10AA05
0204689;TORVACARD NEO;C10AA05
0204690;TORVACARD NEO;C10AA05
0204691;TORVACARD NEO;C10AA05
0204692;TORVACARD NEO;C10AA05
0204693;TORVACARD NEO;C10AA05
0204694;TORVACARD NEO;C10AA05
0204695;TORVACARD NEO;C10AA05
0204696;TORVACARD NEO;C10AA05
0204697;TORVACARD NEO;C10AA05
0204698;TORVACARD NEO;C10AA05
0204699;TORVACARD NEO;C10AA05
0204700;TORVACARD NEO;C10AA05
0204701;TORVACARD NEO;C10AA05
0204702;TORVACARD NEO;C10AA05
0204703;TORVACARD NEO;C10AA05
0204704;TORVACARD NEO;C10AA05
0204705;TORVACARD NEO;C10AA05
0204706;TORVACARD NEO;C10AA05
0204707;TORVACARD NEO;C10AA05
0204708;TORVACARD NEO;C10AA05
0204709;TORVACARD NEO;C10AA05
0204771;OXYKODON STADA;N02AA05
0204772;OXYKODON STADA;N02AA05
0204826;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204827;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204828;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204829;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204830;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204831;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204832;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204833;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204978;FLUARIX TETRA;J07BB02
0204979;FLUARIX TETRA;J07BB02
0204989;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204990;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204991;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204992;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204993;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0204994;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0205018;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0205020;BENELYTE;B05BB02
0205021;BENELYTE;B05BB02
0205022;BENELYTE;B05BB02
0205202;MITOMYCIN MEDAC;L01DC03
0205203;MITOMYCIN MEDAC;L01DC03
0205204;MITOMYCIN MEDAC;L01DC03
0205205;MITOMYCIN MEDAC;L01DC03
0205206;MITOMYCIN MEDAC;L01DC03
0205207;MITOMYCIN MEDAC;L01DC03
0205208;MITOMYCIN MEDAC;L01DC03
0205209;MITOMYCIN MEDAC;L01DC03
0205210;MITOMYCIN MEDAC;L01DC03
0205211;MITOMYCIN MEDAC;L01DC03
0205212;MITOMYCIN MEDAC;L01DC03
0205213;MITOMYCIN MEDAC;L01DC03
0205233;ARIPIPRAZOLE NEURAXPHARM;N05AX12
0205234;KVENTIAX PROLONG;N05AH04
0205235;KVENTIAX PROLONG;N05AH04
0205305;LENZETTO;G03CA03
0205344;BIMATOPROST STADA;S01EE03
0205345;BIMATOPROST STADA;S01EE03
0205346;BIMATOPROST STADA;S01EE03
0205347;BIMATOPROST STADA;S01EE03
0205348;ZENAVIL;G04BE08
0205349;ZENAVIL;G04BE08
0205350;ZENAVIL;G04BE08
0205351;ZENAVIL;G04BE08
0205352;ZENAVIL;G04BE08
0205353;ZENAVIL;G04BE08
0205360;ZENAVIL;G04BE08
0205361;ZENAVIL;G04BE08
0205362;ZENAVIL;G04BE08
0205363;ZENAVIL;G04BE08
0205364;ZENAVIL;G04BE08
0205391;URAPIDIL STRAGEN;C02CA06
0205392;URAPIDIL STRAGEN;C02CA06
0205393;URAPIDIL STRAGEN;C02CA06
0205394;URAPIDIL STRAGEN;C02CA06
0205395;URAPIDIL STRAGEN;C02CA06
0205396;URAPIDIL STRAGEN;C02CA06
0205397;URAPIDIL STRAGEN;C02CA06
0205398;URAPIDIL STRAGEN;C02CA06
0205425;FLUDEOXYGLUCOSE (18F) UJV;V09IX04
0205430;BETAKLAV;J01CR02
0205431;BETAKLAV;J01CR02
0205432;BETAKLAV;J01CR02
0205433;BETAKLAV;J01CR02
0205434;BETAKLAV;J01CR02
0205435;BETAKLAV;J01CR02
0205436;BETAKLAV;J01CR02
0205437;BETAKLAV;J01CR02
0205438;BETAKLAV;J01CR02
0205439;BETAKLAV;J01CR02
0205440;BETAKLAV;J01CR02
0205441;BETAKLAV;J01CR02
0205442;BETAKLAV;J01CR02
0205443;BETAKLAV;J01CR02
0205444;BETAKLAV;J01CR02
0205445;BETAKLAV;J01CR02
0205446;BETAKLAV;J01CR02
0205447;BETAKLAV;J01CR02
0205448;BETAKLAV;J01CR02
0205449;BETAKLAV;J01CR02
0205450;BETAKLAV;J01CR02
0205451;BETAKLAV;J01CR02
0205452;CAPECITABINE PHARMAGEN;L01BC06
0205453;CAPECITABINE PHARMAGEN;L01BC06
0205454;CAPECITABINE PHARMAGEN;L01BC06
0205455;CAPECITABINE PHARMAGEN;L01BC06
0205465;VITANGO;V11
0205466;VITANGO;V11
0205467;VITANGO;V11
0205468;VITANGO;V11
0205473;ASPIRIN C FORTE;N02BA51
0205474;ASPIRIN C FORTE;N02BA51
0205478;TADALAFIL TEVA;G04BE08
0205479;TADALAFIL TEVA;G04BE08
0205480;TADALAFIL TEVA;G04BE08
0205481;TADALAFIL TEVA;G04BE08
0205482;TADALAFIL TEVA;G04BE08
0205490;TADALAFIL TEVA;G04BE08
0205491;TADALAFIL TEVA;G04BE08
0205492;TADALAFIL TEVA;G04BE08
0205493;TADALAFIL TEVA;G04BE08
0205495;TADALAFIL TEVA;G04BE08
0205496;TADALAFIL TEVA;G04BE08
0205500;TADALAFIL TEVA;G04BE08
0205501;TADALAFIL TEVA;G04BE08
0205505;TADALAFIL TEVA;G04BE08
0205506;TADALAFIL TEVA;G04BE08
0205510;TADALAFIL TEVA;G04BE08
0205512;TADALAFIL TEVA;G04BE08
0205513;TADALAFIL TEVA;G04BE08
0205514;TADALAFIL TEVA;G04BE08
0205515;TADALAFIL TEVA;G04BE08
0205516;TADALAFIL TEVA;G04BE08
0205517;TADALAFIL TEVA;G04BE08
0205518;TADALAFIL TEVA;G04BE08
0205520;TADALAFIL TEVA;G04BE08
0205521;TADALAFIL TEVA;G04BE08
0205522;TADALAFIL TEVA;G04BE08
0205523;TADALAFIL TEVA;G04BE08
0205583;AIRFLUSAN FORSPIRO;R03AK06
0205584;AIRFLUSAN FORSPIRO;R03AK06
0205585;AIRFLUSAN FORSPIRO;R03AK06
0205586;AIRFLUSAN FORSPIRO;R03AK06
0205587;AIRFLUSAN FORSPIRO;R03AK06
0205588;AIRFLUSAN FORSPIRO;R03AK06
0205589;AIRFLUSAN FORSPIRO;R03AK06
0205590;AIRFLUSAN FORSPIRO;R03AK06
0205591;AIRFLUSAN FORSPIRO;R03AK06
0205592;AIRFLUSAN FORSPIRO;R03AK06
0205621;KVENTIAX PROLONG;N05AH04
0205622;KVENTIAX PROLONG;N05AH04
0205623;KVENTIAX PROLONG;N05AH04
0205624;KVENTIAX PROLONG;N05AH04
0205625;KVENTIAX PROLONG;N05AH04
0205626;KVENTIAX PROLONG;N05AH04
0205709;POLTECHNET;V09FX01
0205717;KVENTIAX PROLONG;N05AH04
0205718;KVENTIAX PROLONG;N05AH04
0205772;VORICONAZOLE TEVA;J02AC03
0205773;KVENTIAX PROLONG;N05AH04
0205774;KVENTIAX PROLONG;N05AH04
0205775;KVENTIAX PROLONG;N05AH04
0205776;KVENTIAX PROLONG;N05AH04
0205777;KVENTIAX PROLONG;N05AH04
0205778;KVENTIAX PROLONG;N05AH04
0205779;KVENTIAX PROLONG;N05AH04
0205780;KVENTIAX PROLONG;N05AH04
0205781;KVENTIAX PROLONG;N05AH04
0205782;KVENTIAX PROLONG;N05AH04
0205783;KVENTIAX PROLONG;N05AH04
0205784;KVENTIAX PROLONG;N05AH04
0205785;CEFIXIME INNFARM;J01DD08
0205786;CEFIXIME INNFARM;J01DD08
0205904;KVENTIAX PROLONG;N05AH04
0205929;METAMIZOL STADA;N02BB02
0205930;METAMIZOL STADA;N02BB02
0205931;METAMIZOL STADA;N02BB02
0205932;METAMIZOL STADA;N02BB02
0205933;METAMIZOL STADA;N02BB02
0205965;HUMAN ALBUMIN CSL BEHRING;B05AA01
0205966;HUMAN ALBUMIN CSL BEHRING;B05AA01
0205992;LIPERTANCE;C10BX11
0205993;LIPERTANCE;C10BX11
0205994;LIPERTANCE;C10BX11
0205995;LIPERTANCE;C10BX11
0205996;LIPERTANCE;C10BX11
0205997;LIPERTANCE;C10BX11
0205998;LIPERTANCE;C10BX11
0205999;LIPERTANCE;C10BX11
0206000;LIPERTANCE;C10BX11
0206001;LIPERTANCE;C10BX11
0206002;LIPERTANCE;C10BX11
0206003;LIPERTANCE;C10BX11
0206004;LIPERTANCE;C10BX11
0206005;LIPERTANCE;C10BX11
0206006;LIPERTANCE;C10BX11
0206010;STACAPOLO;N04BA03
0206011;STACAPOLO;N04BA03
0206012;STACAPOLO;N04BA03
0206013;STACAPOLO;N04BA03
0206014;STACAPOLO;N04BA03
0206015;STACAPOLO;N04BA03
0206016;STACAPOLO;N04BA03
0206017;STACAPOLO;N04BA03
0206018;STACAPOLO;N04BA03
0206019;STACAPOLO;N04BA03
0206020;STACAPOLO;N04BA03
0206021;STACAPOLO;N04BA03
0206022;STACAPOLO;N04BA03
0206023;STACAPOLO;N04BA03
0206024;STACAPOLO;N04BA03
0206025;STACAPOLO;N04BA03
0206026;STACAPOLO;N04BA03
0206027;STACAPOLO;N04BA03
0206028;STACAPOLO;N04BA03
0206029;STACAPOLO;N04BA03
0206061;AFLUMED;V12
0206062;AFLUMED;V12
0206063;AFLUMED;V12
0206064;AFLUMED;V12
0206099;TRESUVI;B01AC21
0206100;TRESUVI;B01AC21
0206101;TRESUVI;B01AC21
0206102;TRESUVI;B01AC21
0206103;FLUORID (18F) SODNÝ UJV;V09IX06
0206112;SIRMYA;G03AA16
0206113;SIRMYA;G03AA16
0206114;SIRMYA;G03AA16
0206115;EBELYA;G03AA07
0206116;EBELYA;G03AA07
0206117;EBELYA;G03AA07
0206184;PRIAMLO;C09BB04
0206185;PRIAMLO;C09BB04
0206186;PRIAMLO;C09BB04
0206187;PRIAMLO;C09BB04
0206188;PRIAMLO;C09BB04
0206189;PRIAMLO;C09BB04
0206190;PRIAMLO;C09BB04
0206191;PRIAMLO;C09BB04
0206198;TEZEFORT;C09DB04
0206199;TEZEFORT;C09DB04
0206200;TEZEFORT;C09DB04
0206201;TEZEFORT;C09DB04
0206202;TEZEFORT;C09DB04
0206203;TEZEFORT;C09DB04
0206204;TEZEFORT;C09DB04
0206205;TEZEFORT;C09DB04
0206206;TEZEFORT;C09DB04
0206207;TEZEFORT;C09DB04
0206208;TEZEFORT;C09DB04
0206209;TEZEFORT;C09DB04
0206210;TEZEFORT;C09DB04
0206211;TEZEFORT;C09DB04
0206212;TEZEFORT;C09DB04
0206213;TEZEFORT;C09DB04
0206214;TEZEFORT;C09DB04
0206215;TEZEFORT;C09DB04
0206237;SEPTABENE;R02AX03
0206283;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 13,6 MG/ML;B05DB
0206284;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 13,6 MG/ML;B05DB
0206285;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 13,6 MG/ML;B05DB
0206286;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 13,6 MG/ML;B05DB
0206289;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 13,6 MG/ML;B05DB
0206290;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 13,6 MG/ML;B05DB
0206291;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 13,6 MG/ML;B05DB
0206292;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 13,6 MG/ML;B05DB
0206295;AKTIPROL;N05AL05
0206296;AKTIPROL;N05AL05
0206297;AKTIPROL;N05AL05
0206298;AKTIPROL;N05AL05
0206299;AKTIPROL;N05AL05
0206300;AKTIPROL;N05AL05
0206304;KVENTIAX PROLONG;N05AH04
0206324;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 22,7 MG/ML;B05DB
0206325;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 22,7 MG/ML;B05DB
0206326;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 22,7 MG/ML;B05DB
0206327;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 22,7 MG/ML;B05DB
0206330;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 22,7 MG/ML;B05DB
0206331;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 22,7 MG/ML;B05DB
0206332;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 22,7 MG/ML;B05DB
0206333;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 22,7 MG/ML;B05DB
0206336;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 38,6 MG/ML;B05DB
0206337;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 38,6 MG/ML;B05DB
0206338;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 38,6 MG/ML;B05DB
0206339;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 38,6 MG/ML;B05DB
0206342;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 38,6 MG/ML;B05DB
0206343;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 38,6 MG/ML;B05DB
0206344;PHYSIONEAL 40 CLEAR-FLEX GLUCOSE 38,6 MG/ML;B05DB
0206417;GLIKLAZID ACTAVIS;A10BB09
0206418;GLIKLAZID ACTAVIS;A10BB09
0206419;GLIKLAZID ACTAVIS;A10BB09
0206420;GLIKLAZID ACTAVIS;A10BB09
0206421;GLIKLAZID ACTAVIS;A10BB09
0206422;GLIKLAZID ACTAVIS;A10BB09
0206423;GLIKLAZID ACTAVIS;A10BB09
0206424;GLIKLAZID ACTAVIS;A10BB09
0206425;GLIKLAZID ACTAVIS;A10BB09
0206426;GLIKLAZID ACTAVIS;A10BB09
0206427;GLIKLAZID ACTAVIS;A10BB09
0206428;GLIKLAZID ACTAVIS;A10BB09
0206429;GLIKLAZID ACTAVIS;A10BB09
0206430;GLIKLAZID ACTAVIS;A10BB09
0206431;GLIKLAZID ACTAVIS;A10BB09
0206432;GLIKLAZID ACTAVIS;A10BB09
0206433;GLIKLAZID ACTAVIS;A10BB09
0206434;GLIKLAZID ACTAVIS;A10BB09
0206435;GLIKLAZID ACTAVIS;A10BB09
0206436;GLIKLAZID ACTAVIS;A10BB09
0206437;GLIKLAZID ACTAVIS;A10BB09
0206438;GLIKLAZID ACTAVIS;A10BB09
0206439;GLIKLAZID ACTAVIS;A10BB09
0206440;GLIKLAZID ACTAVIS;A10BB09
0206441;GLIKLAZID ACTAVIS;A10BB09
0206442;GLIKLAZID ACTAVIS;A10BB09
0206443;GLIKLAZID ACTAVIS;A10BB09
0206444;GLIKLAZID ACTAVIS;A10BB09
0206445;GLIKLAZID ACTAVIS;A10BB09
0206446;GLIKLAZID ACTAVIS;A10BB09
0206447;GLIKLAZID ACTAVIS;A10BB09
0206448;GLIKLAZID ACTAVIS;A10BB09
0206449;GLIKLAZID ACTAVIS;A10BB09
0206450;GLIKLAZID ACTAVIS;A10BB09
0206451;GLIKLAZID ACTAVIS;A10BB09
0206452;GLIKLAZID ACTAVIS;A10BB09
0206453;GLIKLAZID ACTAVIS;A10BB09
0206454;GLIKLAZID ACTAVIS;A10BB09
0206455;GLIKLAZID ACTAVIS;A10BB09
0206456;GLIKLAZID ACTAVIS;A10BB09
0206457;GLIKLAZID ACTAVIS;A10BB09
0206458;GLIKLAZID ACTAVIS;A10BB09
0206459;CORTIMENT;A07EA06
0206460;CORTIMENT;A07EA06
0206461;CORTIMENT;A07EA06
0206462;CORTIMENT;A07EA06
0206463;CORTIMENT;A07EA06
0206464;CORTIMENT;A07EA06
0206473;SOOLANTRA;D11AX22
0206474;SOOLANTRA;D11AX22
0206475;SOOLANTRA;D11AX22
0206476;SOOLANTRA;D11AX22
0206477;SOOLANTRA;D11AX22
0206478;MYDRANE;S01FA56
0206479;MYDRANE;S01FA56
0206480;MYDRANE;S01FA56
0206481;TONANDA;C09BX01
0206482;TONANDA;C09BX01
0206483;TONANDA;C09BX01
0206484;TONANDA;C09BX01
0206485;TONANDA;C09BX01
0206486;TONANDA;C09BX01
0206487;TONANDA;C09BX01
0206488;TONANDA;C09BX01
0206489;TONANDA;C09BX01
0206490;TONANDA;C09BX01
0206491;TONANDA;C09BX01
0206492;TONANDA;C09BX01
0206493;TONANDA;C09BX01
0206494;TONANDA;C09BX01
0206495;TONANDA;C09BX01
0206496;TONANDA;C09BX01
0206497;TONANDA;C09BX01
0206498;TONANDA;C09BX01
0206499;TONANDA;C09BX01
0206500;TONANDA;C09BX01
0206501;TONANDA;C09BX01
0206502;TONANDA;C09BX01
0206503;TONANDA;C09BX01
0206504;TONANDA;C09BX01
0206505;TONANDA;C09BX01
0206506;TONANDA;C09BX01
0206507;TONANDA;C09BX01
0206508;TONANDA;C09BX01
0206509;TONANDA;C09BX01
0206510;TONANDA;C09BX01
0206511;TONANDA;C09BX01
0206512;TONANDA;C09BX01
0206513;TONANDA;C09BX01
0206514;TONANDA;C09BX01
0206515;TONANDA;C09BX01
0206516;TONANDA;C09BX01
0206517;TONANDA;C09BX01
0206518;TONANDA;C09BX01
0206519;TONANDA;C09BX01
0206520;TONANDA;C09BX01
0206521;TONANDA;C09BX01
0206522;TONANDA;C09BX01
0206523;TONANDA;C09BX01
0206524;TONANDA;C09BX01
0206525;TONANDA;C09BX01
0206563;TAXIMED;J01DD01
0206564;TAXIMED;J01DD01
0206565;TAXIMED;J01DD01
