"rok,""pohlavi"",""vek_kod"",""kraj_bydliste"",""okres_bydliste"",""prevalence_hypertenze"""
"2017,1,66025029,""CZ053"",""CZ0531"",92"
"2017,1,66025029,""CZ053"",""CZ0532"",137"
"2017,1,66025029,""CZ053"",""CZ0533"",63"
"2017,1,66025029,""CZ053"",""CZ0534"",97"
"2017,1,66025029,""CZ063"",""CZ0631"",64"
"2017,1,66025029,""CZ063"",""CZ0632"",52"
"2017,1,66025029,""CZ063"",""CZ0633"",53"
"2017,1,66025029,""CZ063"",""CZ0634"",56"
"2017,1,66025029,""CZ063"",""CZ0635"",97"
"2017,1,66025029,""CZ064"",""CZ0641"",79"
"2017,1,66025029,""CZ064"",""CZ0642"",232"
"2017,1,66025029,""CZ064"",""CZ0643"",152"
"2017,1,66025029,""CZ064"",""CZ0644"",78"
"2017,1,66025029,""CZ064"",""CZ0645"",93"
"2017,1,66025029,""CZ064"",""CZ0646"",59"
"2017,1,66025029,""CZ064"",""CZ0647"",87"
"2017,1,66025029,""CZ071"",""CZ0711"",23"
"2017,1,66025029,""CZ071"",""CZ0712"",167"
"2017,1,66025029,""CZ071"",""CZ0713"",85"
"2017,1,66025029,""CZ071"",""CZ0714"",79"
"2017,1,66025029,""CZ071"",""CZ0715"",101"
"2017,1,66025029,""CZ072"",""CZ0721"",68"
"2017,1,66025029,""CZ072"",""CZ0722"",91"
"2017,1,66025029,""CZ072"",""CZ0723"",125"
"2017,1,66025029,""CZ072"",""CZ0724"",96"
"2017,1,66025029,""CZ080"",""CZ0801"",67"
"2017,1,66025029,""CZ080"",""CZ0802"",157"
"2017,1,66025029,""CZ080"",""CZ0803"",157"
"2017,1,66025029,""CZ080"",""CZ0804"",115"
"2017,1,66025029,""CZ080"",""CZ0805"",116"
"2017,1,66025029,""CZ080"",""CZ0806"",253"
"2017,1,66025029,""CZ099"",""CZ0999"",79"
"2017,1,66030034,""CZ010"",""CZ0100"",1442"
"2017,1,66030034,""CZ020"",""CZ0201"",142"
"2017,1,66030034,""CZ020"",""CZ0202"",149"
"2017,1,66030034,""CZ020"",""CZ0203"",192"
"2017,1,66030034,""CZ020"",""CZ0204"",143"
"2017,1,66030034,""CZ020"",""CZ0205"",110"
"2017,1,66030034,""CZ020"",""CZ0206"",148"
"2017,1,66030034,""CZ020"",""CZ0207"",164"
"2017,1,66030034,""CZ020"",""CZ0208"",128"
"2017,1,66030034,""CZ020"",""CZ0209"",204"
"2017,1,66030034,""CZ020"",""CZ020A"",129"
"2017,1,66030034,""CZ020"",""CZ020B"",132"
"2017,1,66030034,""CZ020"",""CZ020C"",68"
"2017,1,66030034,""CZ031"",""CZ0311"",209"
"2017,1,66030034,""CZ031"",""CZ0312"",66"
"2017,1,66030034,""CZ031"",""CZ0313"",75"
"2017,1,66030034,""CZ031"",""CZ0314"",72"
"2017,1,66030034,""CZ031"",""CZ0315"",64"
"2017,1,66030034,""CZ031"",""CZ0316"",95"
"2017,1,66030034,""CZ031"",""CZ0317"",116"
"2017,1,66030034,""CZ032"",""CZ0321"",65"
"2017,1,66030034,""CZ032"",""CZ0322"",88"
"2017,1,66030034,""CZ032"",""CZ0323"",235"
"2017,1,66030034,""CZ032"",""CZ0324"",78"
"2017,1,66030034,""CZ032"",""CZ0325"",96"
"2017,1,66030034,""CZ032"",""CZ0326"",60"
"2017,1,66030034,""CZ032"",""CZ0327"",58"
"2017,1,66030034,""CZ041"",""CZ0411"",82"
"2017,1,66030034,""CZ041"",""CZ0412"",96"
"2017,1,66030034,""CZ041"",""CZ0413"",85"
"2017,1,66030034,""CZ042"",""CZ0421"",181"
"2017,1,66030034,""CZ042"",""CZ0422"",109"
"2017,1,66030034,""CZ042"",""CZ0423"",157"
"2017,1,66030034,""CZ042"",""CZ0424"",112"
"2017,1,66030034,""CZ042"",""CZ0425"",103"
"2017,1,66030034,""CZ042"",""CZ0426"",133"
"2017,1,66030034,""CZ042"",""CZ0427"",143"
"2017,1,66030034,""CZ051"",""CZ0511"",136"
"2017,1,66030034,""CZ051"",""CZ0512"",86"
"2017,1,66030034,""CZ051"",""CZ0513"",221"
"2017,1,66030034,""CZ051"",""CZ0514"",73"
"2017,1,66030034,""CZ052"",""CZ0521"",174"
"2017,1,66030034,""CZ052"",""CZ0522"",84"
"2017,1,66030034,""CZ052"",""CZ0523"",128"
"2017,1,66030034,""CZ052"",""CZ0524"",95"
"2017,1,66030034,""CZ052"",""CZ0525"",88"
"2017,1,66030034,""CZ053"",""CZ0531"",179"
"2017,1,66030034,""CZ053"",""CZ0532"",224"
"2017,1,66030034,""CZ053"",""CZ0533"",142"
"2017,1,66030034,""CZ053"",""CZ0534"",119"
"2017,1,66030034,""CZ063"",""CZ0631"",127"
"2017,1,66030034,""CZ063"",""CZ0632"",98"
"2017,1,66030034,""CZ063"",""CZ0633"",89"
"2017,1,66030034,""CZ063"",""CZ0634"",144"
"2017,1,66030034,""CZ063"",""CZ0635"",183"
"2017,1,66030034,""CZ064"",""CZ0641"",168"
"2017,1,66030034,""CZ064"",""CZ0642"",498"
"2017,1,66030034,""CZ064"",""CZ0643"",304"
"2017,1,66030034,""CZ064"",""CZ0644"",158"
"2017,1,66030034,""CZ064"",""CZ0645"",189"
"2017,1,66030034,""CZ064"",""CZ0646"",132"
"2017,1,66030034,""CZ064"",""CZ0647"",172"
"2017,1,66030034,""CZ071"",""CZ0711"",41"
"2017,1,66030034,""CZ071"",""CZ0712"",336"
"2017,1,66030034,""CZ071"",""CZ0713"",151"
"2017,1,66030034,""CZ071"",""CZ0714"",161"
"2017,1,66030034,""CZ071"",""CZ0715"",139"
"2017,1,66030034,""CZ072"",""CZ0721"",136"
"2017,1,66030034,""CZ072"",""CZ0722"",183"
"2017,1,66030034,""CZ072"",""CZ0723"",217"
"2017,1,66030034,""CZ072"",""CZ0724"",172"
"2017,1,66030034,""CZ080"",""CZ0801"",113"
"2017,1,66030034,""CZ080"",""CZ0802"",261"
"2017,1,66030034,""CZ080"",""CZ0803"",328"
"2017,1,66030034,""CZ080"",""CZ0804"",193"
"2017,1,66030034,""CZ080"",""CZ0805"",217"
"2017,1,66030034,""CZ080"",""CZ0806"",478"
"2017,1,66030034,""CZ099"",""CZ0999"",144"
"2017,1,66035039,""CZ010"",""CZ0100"",2813"
"2017,1,66035039,""CZ020"",""CZ0201"",318"
"2017,1,66035039,""CZ020"",""CZ0202"",237"
"2017,1,66035039,""CZ020"",""CZ0203"",376"
"2017,1,66035039,""CZ020"",""CZ0204"",270"
"2017,1,66035039,""CZ020"",""CZ0205"",221"
"2017,1,66035039,""CZ020"",""CZ0206"",279"
"2017,1,66035039,""CZ020"",""CZ0207"",332"
"2017,1,66035039,""CZ020"",""CZ0208"",289"
"2017,1,66035039,""CZ020"",""CZ0209"",466"
"2017,1,66035039,""CZ020"",""CZ020A"",321"
"2017,1,66035039,""CZ020"",""CZ020B"",261"
"2017,1,66035039,""CZ020"",""CZ020C"",131"
"2017,1,66035039,""CZ031"",""CZ0311"",415"
"2017,1,66035039,""CZ031"",""CZ0312"",137"
"2017,1,66035039,""CZ031"",""CZ0313"",159"
"2017,1,66035039,""CZ031"",""CZ0314"",158"
"2017,1,66035039,""CZ031"",""CZ0315"",112"
"2017,1,66035039,""CZ031"",""CZ0316"",163"
"2017,1,66035039,""CZ031"",""CZ0317"",178"
"2017,1,66035039,""CZ032"",""CZ0321"",133"
"2017,1,66035039,""CZ032"",""CZ0322"",172"
"2017,1,66035039,""CZ032"",""CZ0323"",434"
"2017,1,66035039,""CZ032"",""CZ0324"",184"
"2017,1,66035039,""CZ032"",""CZ0325"",190"
"2017,1,66035039,""CZ032"",""CZ0326"",128"
"2017,1,66035039,""CZ032"",""CZ0327"",127"
"2017,1,66035039,""CZ041"",""CZ0411"",188"
"2017,1,66035039,""CZ041"",""CZ0412"",198"
"2017,1,66035039,""CZ041"",""CZ0413"",166"
"2017,1,66035039,""CZ042"",""CZ0421"",330"
"2017,1,66035039,""CZ042"",""CZ0422"",235"
"2017,1,66035039,""CZ042"",""CZ0423"",324"
"2017,1,66035039,""CZ042"",""CZ0424"",219"
"2017,1,66035039,""CZ042"",""CZ0425"",193"
"2017,1,66035039,""CZ042"",""CZ0426"",263"
"2017,1,66035039,""CZ042"",""CZ0427"",273"
"2017,1,66035039,""CZ051"",""CZ0511"",235"
"2017,1,66035039,""CZ051"",""CZ0512"",179"
"2017,1,66035039,""CZ051"",""CZ0513"",408"
"2017,1,66035039,""CZ051"",""CZ0514"",153"
"2017,1,66035039,""CZ052"",""CZ0521"",319"
"2017,1,66035039,""CZ052"",""CZ0522"",155"
"2017,1,66035039,""CZ052"",""CZ0523"",260"
"2017,1,66035039,""CZ052"",""CZ0524"",198"
"2017,1,66035039,""CZ052"",""CZ0525"",228"
"2017,1,66035039,""CZ053"",""CZ0531"",274"
"2017,1,66035039,""CZ053"",""CZ0532"",426"
"2017,1,66035039,""CZ053"",""CZ0533"",284"
"2017,1,66035039,""CZ053"",""CZ0534"",321"
"2017,1,66035039,""CZ063"",""CZ0631"",233"
"2017,1,66035039,""CZ063"",""CZ0632"",220"
"2017,1,66035039,""CZ063"",""CZ0633"",181"
"2017,1,66035039,""CZ063"",""CZ0634"",286"
"2017,1,66035039,""CZ063"",""CZ0635"",316"
"2017,1,66035039,""CZ064"",""CZ0641"",327"
"2017,1,66035039,""CZ064"",""CZ0642"",905"
"2017,1,66035039,""CZ064"",""CZ0643"",583"
"2017,1,66035039,""CZ064"",""CZ0644"",298"
"2017,1,66035039,""CZ064"",""CZ0645"",380"
"2017,1,66035039,""CZ064"",""CZ0646"",245"
"2017,1,66035039,""CZ064"",""CZ0647"",334"
"2017,1,66035039,""CZ071"",""CZ0711"",77"
"2017,1,66035039,""CZ071"",""CZ0712"",699"
"2017,1,66035039,""CZ071"",""CZ0713"",303"
"2017,1,66035039,""CZ071"",""CZ0714"",283"
"2017,1,66035039,""CZ071"",""CZ0715"",312"
"2017,1,66035039,""CZ072"",""CZ0721"",249"
"2017,1,66035039,""CZ072"",""CZ0722"",381"
"2017,1,66035039,""CZ072"",""CZ0723"",423"
"2017,1,66035039,""CZ072"",""CZ0724"",410"
"2017,1,66035039,""CZ080"",""CZ0801"",231"
"2017,1,66035039,""CZ080"",""CZ0802"",552"
"2017,1,66035039,""CZ080"",""CZ0803"",660"
"2017,1,66035039,""CZ080"",""CZ0804"",349"
"2017,1,66035039,""CZ080"",""CZ0805"",439"
"2017,1,66035039,""CZ080"",""CZ0806"",820"
"2017,1,66035039,""CZ099"",""CZ0999"",226"
"2017,1,66040044,""CZ010"",""CZ0100"",5230"
"2017,1,66040044,""CZ020"",""CZ0201"",520"
"2017,1,66040044,""CZ020"",""CZ0202"",536"
"2017,1,66040044,""CZ020"",""CZ0203"",844"
"2017,1,66040044,""CZ020"",""CZ0204"",530"
"2017,1,66040044,""CZ020"",""CZ0205"",434"
"2017,1,66040044,""CZ020"",""CZ0206"",590"
"2017,1,66040044,""CZ020"",""CZ0207"",664"
"2017,1,66040044,""CZ020"",""CZ0208"",570"
"2017,1,66040044,""CZ020"",""CZ0209"",954"
"2017,1,66040044,""CZ020"",""CZ020A"",754"
"2017,1,66040044,""CZ020"",""CZ020B"",507"
"2017,1,66040044,""CZ020"",""CZ020C"",274"
"2017,1,66040044,""CZ031"",""CZ0311"",851"
"2017,1,66040044,""CZ031"",""CZ0312"",245"
"2017,1,66040044,""CZ031"",""CZ0313"",382"
"2017,1,66040044,""CZ031"",""CZ0314"",318"
"2017,1,66040044,""CZ031"",""CZ0315"",226"
"2017,1,66040044,""CZ031"",""CZ0316"",309"
"2017,1,66040044,""CZ031"",""CZ0317"",381"
"2017,1,66040044,""CZ032"",""CZ0321"",313"
"2017,1,66040044,""CZ032"",""CZ0322"",310"
"2017,1,66040044,""CZ032"",""CZ0323"",835"
"2017,1,66040044,""CZ032"",""CZ0324"",326"
"2017,1,66040044,""CZ032"",""CZ0325"",465"
"2017,1,66040044,""CZ032"",""CZ0326"",269"
"2017,1,66040044,""CZ032"",""CZ0327"",267"
"2017,1,66040044,""CZ041"",""CZ0411"",392"
"2017,1,66040044,""CZ041"",""CZ0412"",487"
"2017,1,66040044,""CZ041"",""CZ0413"",322"
"2017,1,66040044,""CZ042"",""CZ0421"",709"
"2017,1,66040044,""CZ042"",""CZ0422"",544"
"2017,1,66040044,""CZ042"",""CZ0423"",686"
"2017,1,66040044,""CZ042"",""CZ0424"",463"
"2017,1,66040044,""CZ042"",""CZ0425"",448"
"2017,1,66040044,""CZ042"",""CZ0426"",669"
"2017,1,66040044,""CZ042"",""CZ0427"",626"
"2017,1,66040044,""CZ051"",""CZ0511"",511"
"2017,1,66040044,""CZ051"",""CZ0512"",384"
"2017,1,66040044,""CZ051"",""CZ0513"",927"
"2017,1,66040044,""CZ051"",""CZ0514"",322"
"2017,1,66040044,""CZ052"",""CZ0521"",716"
"2017,1,66040044,""CZ052"",""CZ0522"",361"
"2017,1,66040044,""CZ052"",""CZ0523"",553"
"2017,1,66040044,""CZ052"",""CZ0524"",457"
"2017,1,66040044,""CZ052"",""CZ0525"",437"
"2017,1,66040044,""CZ053"",""CZ0531"",573"
"2017,1,66040044,""CZ053"",""CZ0532"",863"
"2017,1,66040044,""CZ053"",""CZ0533"",634"
"2017,1,66040044,""CZ053"",""CZ0534"",641"
"2017,1,66040044,""CZ063"",""CZ0631"",450"
"2017,1,66040044,""CZ063"",""CZ0632"",480"
"2017,1,66040044,""CZ063"",""CZ0633"",346"
"2017,1,66040044,""CZ063"",""CZ0634"",595"
"2017,1,66040044,""CZ063"",""CZ0635"",550"
"2017,1,66040044,""CZ064"",""CZ0641"",681"
"2017,1,66040044,""CZ064"",""CZ0642"",1599"
"2017,1,66040044,""CZ064"",""CZ0643"",1184"
"2017,1,66040044,""CZ064"",""CZ0644"",649"
"2017,1,66040044,""CZ064"",""CZ0645"",743"
"2017,1,66040044,""CZ064"",""CZ0646"",424"
"2017,1,66040044,""CZ064"",""CZ0647"",700"
"2017,1,66040044,""CZ071"",""CZ0711"",190"
"2017,1,66040044,""CZ071"",""CZ0712"",1380"
"2017,1,66040044,""CZ071"",""CZ0713"",682"
"2017,1,66040044,""CZ071"",""CZ0714"",653"
"2017,1,66040044,""CZ071"",""CZ0715"",644"
"2017,1,66040044,""CZ072"",""CZ0721"",508"
"2017,1,66040044,""CZ072"",""CZ0722"",699"
"2017,1,66040044,""CZ072"",""CZ0723"",766"
"2017,1,66040044,""CZ072"",""CZ0724"",921"
"2017,1,66040044,""CZ080"",""CZ0801"",456"
"2017,1,66040044,""CZ080"",""CZ0802"",1134"
"2017,1,66040044,""CZ080"",""CZ0803"",1298"
"2017,1,66040044,""CZ080"",""CZ0804"",765"
"2017,1,66040044,""CZ080"",""CZ0805"",864"
"2017,1,66040044,""CZ080"",""CZ0806"",1743"
"2017,1,66040044,""CZ099"",""CZ0999"",468"
"2017,1,66045049,""CZ010"",""CZ0100"",6236"
"2017,1,66045049,""CZ020"",""CZ0201"",647"
"2017,1,66045049,""CZ020"",""CZ0202"",619"
"2017,1,66045049,""CZ020"",""CZ0203"",1068"
"2017,1,66045049,""CZ020"",""CZ0204"",608"
"2017,1,66045049,""CZ020"",""CZ0205"",528"
"2017,1,66045049,""CZ020"",""CZ0206"",718"
"2017,1,66045049,""CZ020"",""CZ0207"",800"
"2017,1,66045049,""CZ020"",""CZ0208"",717"
"2017,1,66045049,""CZ020"",""CZ0209"",1114"
"2017,1,66045049,""CZ020"",""CZ020A"",842"
"2017,1,66045049,""CZ020"",""CZ020B"",684"
"2017,1,66045049,""CZ020"",""CZ020C"",330"
"2017,1,66045049,""CZ031"",""CZ0311"",1019"
"2017,1,66045049,""CZ031"",""CZ0312"",345"
"2017,1,66045049,""CZ031"",""CZ0313"",467"
"2017,1,66045049,""CZ031"",""CZ0314"",418"
"2017,1,66045049,""CZ031"",""CZ0315"",273"
"2017,1,66045049,""CZ031"",""CZ0316"",422"
"2017,1,66045049,""CZ031"",""CZ0317"",544"
"2017,1,66045049,""CZ032"",""CZ0321"",382"
"2017,1,66045049,""CZ032"",""CZ0322"",457"
"2017,1,66045049,""CZ032"",""CZ0323"",1056"
"2017,1,66045049,""CZ032"",""CZ0324"",436"
"2017,1,66045049,""CZ032"",""CZ0325"",523"
"2017,1,66045049,""CZ032"",""CZ0326"",308"
"2017,1,66045049,""CZ032"",""CZ0327"",343"
"2017,1,66045049,""CZ041"",""CZ0411"",493"
"2017,1,66045049,""CZ041"",""CZ0412"",583"
"2017,1,66045049,""CZ041"",""CZ0413"",510"
"2017,1,66045049,""CZ042"",""CZ0421"",840"
"2017,1,66045049,""CZ042"",""CZ0422"",724"
"2017,1,66045049,""CZ042"",""CZ0423"",844"
"2017,1,66045049,""CZ042"",""CZ0424"",549"
"2017,1,66045049,""CZ042"",""CZ0425"",596"
"2017,1,66045049,""CZ042"",""CZ0426"",803"
"2017,1,66045049,""CZ042"",""CZ0427"",761"
"2017,1,66045049,""CZ051"",""CZ0511"",656"
"2017,1,66045049,""CZ051"",""CZ0512"",514"
"2017,1,66045049,""CZ051"",""CZ0513"",1092"
"2017,1,66045049,""CZ051"",""CZ0514"",418"
"2017,1,66045049,""CZ052"",""CZ0521"",908"
"2017,1,66045049,""CZ052"",""CZ0522"",438"
"2017,1,66045049,""CZ052"",""CZ0523"",686"
"2017,1,66045049,""CZ052"",""CZ0524"",565"
"2017,1,66045049,""CZ052"",""CZ0525"",584"
"2017,1,66045049,""CZ053"",""CZ0531"",685"
"2017,1,66045049,""CZ053"",""CZ0532"",1004"
"2017,1,66045049,""CZ053"",""CZ0533"",774"
"2017,1,66045049,""CZ053"",""CZ0534"",753"
"2017,1,66045049,""CZ063"",""CZ0631"",519"
"2017,1,66045049,""CZ063"",""CZ0632"",635"
"2017,1,66045049,""CZ063"",""CZ0633"",461"
"2017,1,66045049,""CZ063"",""CZ0634"",799"
"2017,1,66045049,""CZ063"",""CZ0635"",777"
"2017,1,66045049,""CZ064"",""CZ0641"",779"
"2017,1,66045049,""CZ064"",""CZ0642"",1914"
"2017,1,66045049,""CZ064"",""CZ0643"",1476"
"2017,1,66045049,""CZ064"",""CZ0644"",893"
"2017,1,66045049,""CZ064"",""CZ0645"",1021"
"2017,1,66045049,""CZ064"",""CZ0646"",562"
"2017,1,66045049,""CZ064"",""CZ0647"",894"
"2017,1,66045049,""CZ071"",""CZ0711"",247"
"2017,1,66045049,""CZ071"",""CZ0712"",1569"
"2017,1,66045049,""CZ071"",""CZ0713"",866"
"2017,1,66045049,""CZ071"",""CZ0714"",919"
"2017,1,66045049,""CZ071"",""CZ0715"",787"
"2017,1,66045049,""CZ072"",""CZ0721"",681"
"2017,1,66045049,""CZ072"",""CZ0722"",920"
"2017,1,66045049,""CZ072"",""CZ0723"",1044"
"2017,1,66045049,""CZ072"",""CZ0724"",1192"
"2017,1,66045049,""CZ080"",""CZ0801"",635"
"2017,1,66045049,""CZ080"",""CZ0802"",1437"
"2017,1,66045049,""CZ080"",""CZ0803"",1828"
"2017,1,66045049,""CZ080"",""CZ0804"",1040"
"2017,1,66045049,""CZ080"",""CZ0805"",1165"
"2017,1,66045049,""CZ080"",""CZ0806"",2196"
"2017,1,66045049,""CZ099"",""CZ0999"",539"
"2017,1,66050054,""CZ010"",""CZ0100"",8724"
"2017,1,66050054,""CZ020"",""CZ0201"",833"
"2017,1,66050054,""CZ020"",""CZ0202"",806"
"2017,1,66050054,""CZ020"",""CZ0203"",1498"
"2017,1,66050054,""CZ020"",""CZ0204"",892"
"2017,1,66050054,""CZ020"",""CZ0205"",787"
"2017,1,66050054,""CZ020"",""CZ0206"",993"
"2017,1,66050054,""CZ020"",""CZ0207"",1012"
"2017,1,66050054,""CZ020"",""CZ0208"",816"
"2017,1,66050054,""CZ020"",""CZ0209"",1415"
"2017,1,66050054,""CZ020"",""CZ020A"",1090"
"2017,1,66050054,""CZ020"",""CZ020B"",993"
"2017,1,66050054,""CZ020"",""CZ020C"",465"
"2017,1,66050054,""CZ031"",""CZ0311"",1474"
"2017,1,66050054,""CZ031"",""CZ0312"",480"
"2017,1,66050054,""CZ031"",""CZ0313"",635"
"2017,1,66050054,""CZ031"",""CZ0314"",573"
"2017,1,66050054,""CZ031"",""CZ0315"",419"
"2017,1,66050054,""CZ031"",""CZ0316"",608"
"2017,1,66050054,""CZ031"",""CZ0317"",803"
"2017,1,66050054,""CZ032"",""CZ0321"",519"
"2017,1,66050054,""CZ032"",""CZ0322"",628"
"2017,1,66050054,""CZ032"",""CZ0323"",1536"
"2017,1,66050054,""CZ032"",""CZ0324"",577"
"2017,1,66050054,""CZ032"",""CZ0325"",688"
"2017,1,66050054,""CZ032"",""CZ0326"",461"
"2017,1,66050054,""CZ032"",""CZ0327"",495"
"2017,1,66050054,""CZ041"",""CZ0411"",747"
"2017,1,66050054,""CZ041"",""CZ0412"",839"
"2017,1,66050054,""CZ041"",""CZ0413"",654"
"2017,1,66050054,""CZ042"",""CZ0421"",1143"
"2017,1,66050054,""CZ042"",""CZ0422"",1057"
"2017,1,66050054,""CZ042"",""CZ0423"",1110"
"2017,1,66050054,""CZ042"",""CZ0424"",755"
"2017,1,66050054,""CZ042"",""CZ0425"",908"
"2017,1,66050054,""CZ042"",""CZ0426"",1122"
"2017,1,66050054,""CZ042"",""CZ0427"",947"
"2017,1,66050054,""CZ051"",""CZ0511"",838"
"2017,1,66050054,""CZ051"",""CZ0512"",641"
"2017,1,66050054,""CZ051"",""CZ0513"",1406"
"2017,1,66050054,""CZ051"",""CZ0514"",592"
"2017,1,66050054,""CZ052"",""CZ0521"",1293"
"2017,1,66050054,""CZ052"",""CZ0522"",581"
"2017,1,66050054,""CZ052"",""CZ0523"",985"
"2017,1,66050054,""CZ052"",""CZ0524"",664"
"2017,1,66050054,""CZ052"",""CZ0525"",831"
"2017,1,66050054,""CZ053"",""CZ0531"",1023"
"2017,1,66050054,""CZ053"",""CZ0532"",1415"
"2017,1,66050054,""CZ053"",""CZ0533"",979"
"2017,1,66050054,""CZ053"",""CZ0534"",1074"
"2017,1,66050054,""CZ063"",""CZ0631"",777"
"2017,1,66050054,""CZ063"",""CZ0632"",882"
"2017,1,66050054,""CZ063"",""CZ0633"",605"
"2017,1,66050054,""CZ063"",""CZ0634"",1032"
"2017,1,66050054,""CZ063"",""CZ0635"",1118"
"2017,1,66050054,""CZ064"",""CZ0641"",1065"
"2017,1,66050054,""CZ064"",""CZ0642"",2738"
"2017,1,66050054,""CZ064"",""CZ0643"",1952"
"2017,1,66050054,""CZ064"",""CZ0644"",1093"
"2017,1,66050054,""CZ064"",""CZ0645"",1447"
"2017,1,66050054,""CZ064"",""CZ0646"",821"
"2017,1,66050054,""CZ064"",""CZ0647"",1109"
"2017,1,66050054,""CZ071"",""CZ0711"",361"
"2017,1,66050054,""CZ071"",""CZ0712"",2152"
"2017,1,66050054,""CZ071"",""CZ0713"",1157"
"2017,1,66050054,""CZ071"",""CZ0714"",1188"
"2017,1,66050054,""CZ071"",""CZ0715"",1105"
"2017,1,66050054,""CZ072"",""CZ0721"",1008"
"2017,1,66050054,""CZ072"",""CZ0722"",1373"
"2017,1,66050054,""CZ072"",""CZ0723"",1486"
"2017,1,66050054,""CZ072"",""CZ0724"",1689"
"2017,1,66050054,""CZ080"",""CZ0801"",845"
"2017,1,66050054,""CZ080"",""CZ0802"",2103"
"2017,1,66050054,""CZ080"",""CZ0803"",2904"
"2017,1,66050054,""CZ080"",""CZ0804"",1500"
"2017,1,66050054,""CZ080"",""CZ0805"",1663"
"2017,1,66050054,""CZ080"",""CZ0806"",3181"
"2017,1,66050054,""CZ099"",""CZ0999"",758"
"2017,1,66055059,""CZ010"",""CZ0100"",9711"
"2017,1,66055059,""CZ020"",""CZ0201"",1043"
"2017,1,66055059,""CZ020"",""CZ0202"",902"
"2017,1,66055059,""CZ020"",""CZ0203"",1637"
"2017,1,66055059,""CZ020"",""CZ0204"",998"
"2017,1,66055059,""CZ020"",""CZ0205"",933"
"2017,1,66055059,""CZ020"",""CZ0206"",1067"
"2017,1,66055059,""CZ020"",""CZ0207"",1177"
"2017,1,66055059,""CZ020"",""CZ0208"",1043"
"2017,1,66055059,""CZ020"",""CZ0209"",1403"
"2017,1,66055059,""CZ020"",""CZ020A"",1075"
"2017,1,66055059,""CZ020"",""CZ020B"",1114"
"2017,1,66055059,""CZ020"",""CZ020C"",574"
"2017,1,66055059,""CZ031"",""CZ0311"",1774"
"2017,1,66055059,""CZ031"",""CZ0312"",617"
"2017,1,66055059,""CZ031"",""CZ0313"",790"
"2017,1,66055059,""CZ031"",""CZ0314"",737"
"2017,1,66055059,""CZ031"",""CZ0315"",491"
"2017,1,66055059,""CZ031"",""CZ0316"",723"
"2017,1,66055059,""CZ031"",""CZ0317"",1033"
"2017,1,66055059,""CZ032"",""CZ0321"",589"
"2017,1,66055059,""CZ032"",""CZ0322"",784"
"2017,1,66055059,""CZ032"",""CZ0323"",1716"
"2017,1,66055059,""CZ032"",""CZ0324"",677"
"2017,1,66055059,""CZ032"",""CZ0325"",916"
"2017,1,66055059,""CZ032"",""CZ0326"",542"
"2017,1,66055059,""CZ032"",""CZ0327"",632"
"2017,1,66055059,""CZ041"",""CZ0411"",841"
"2017,1,66055059,""CZ041"",""CZ0412"",1014"
"2017,1,66055059,""CZ041"",""CZ0413"",775"
"2017,1,66055059,""CZ042"",""CZ0421"",1224"
"2017,1,66055059,""CZ042"",""CZ0422"",1222"
"2017,1,66055059,""CZ042"",""CZ0423"",1286"
"2017,1,66055059,""CZ042"",""CZ0424"",871"
"2017,1,66055059,""CZ042"",""CZ0425"",1033"
"2017,1,66055059,""CZ042"",""CZ0426"",1212"
"2017,1,66055059,""CZ042"",""CZ0427"",1082"
"2017,1,66055059,""CZ051"",""CZ0511"",996"
"2017,1,66055059,""CZ051"",""CZ0512"",709"
"2017,1,66055059,""CZ051"",""CZ0513"",1542"
"2017,1,66055059,""CZ051"",""CZ0514"",699"
"2017,1,66055059,""CZ052"",""CZ0521"",1496"
"2017,1,66055059,""CZ052"",""CZ0522"",817"
"2017,1,66055059,""CZ052"",""CZ0523"",1146"
"2017,1,66055059,""CZ052"",""CZ0524"",790"
"2017,1,66055059,""CZ052"",""CZ0525"",899"
"2017,1,66055059,""CZ053"",""CZ0531"",1249"
"2017,1,66055059,""CZ053"",""CZ0532"",1683"
"2017,1,66055059,""CZ053"",""CZ0533"",1235"
"2017,1,66055059,""CZ053"",""CZ0534"",1314"
"2017,1,66055059,""CZ063"",""CZ0631"",1024"
"2017,1,66055059,""CZ063"",""CZ0632"",1148"
"2017,1,66055059,""CZ063"",""CZ0633"",835"
"2017,1,66055059,""CZ063"",""CZ0634"",1345"
"2017,1,66055059,""CZ063"",""CZ0635"",1315"
"2017,1,66055059,""CZ064"",""CZ0641"",1247"
"2017,1,66055059,""CZ064"",""CZ0642"",3202"
"2017,1,66055059,""CZ064"",""CZ0643"",2135"
"2017,1,66055059,""CZ064"",""CZ0644"",1342"
"2017,1,66055059,""CZ064"",""CZ0645"",1858"
"2017,1,66055059,""CZ064"",""CZ0646"",961"
"2017,1,66055059,""CZ064"",""CZ0647"",1314"
"2017,1,66055059,""CZ071"",""CZ0711"",477"
"2017,1,66055059,""CZ071"",""CZ0712"",2581"
"2017,1,66055059,""CZ071"",""CZ0713"",1411"
"2017,1,66055059,""CZ071"",""CZ0714"",1475"
"2017,1,66055059,""CZ071"",""CZ0715"",1308"
"2017,1,66055059,""CZ072"",""CZ0721"",1179"
"2017,1,66055059,""CZ072"",""CZ0722"",1723"
"2017,1,66055059,""CZ072"",""CZ0723"",1705"
"2017,1,66055059,""CZ072"",""CZ0724"",2177"
"2017,1,66055059,""CZ080"",""CZ0801"",1029"
